FXY,ElementName_es,CodeFigure,EntryName_es,EntryName_sub1_es,EntryName_sub2_es,Note_es,noteIDs,Status
0 25 004,Proceso de datos sobre ecos,0,Incoherente,,,,,
0 25 004,Proceso de datos sobre ecos,1,Coherente (Doppler),,,,,
0 25 004,Proceso de datos sobre ecos,2,Reservada,,,,,
0 25 004,Proceso de datos sobre ecos,3,Valor faltante,,,,,
0 25 005,Integración de los ecos,0,"Logarítmica - 2,5 dB",,,,,
0 25 005,Integración de los ecos,1,Lineal,,,,,
0 25 005,Integración de los ecos,2,Especial,,,,,
0 25 005,Integración de los ecos,3,Valor faltante,,,,,
0 25 006,Conversión Z a R,0,Conversión ZH a R,,,,,
0 25 006,Conversión Z a R,1,"(ZH, ZDR) a (NO, DO) a R",,,,,
0 25 006,Conversión Z a R,2,"(Z (F1), Z (F2)) a atenuación a R",,,,,
0 25 006,Conversión Z a R,3-5,Reservadas,,,,,
0 25 006,Conversión Z a R,6,Otros,,,,,
0 25 006,Conversión Z a R,7,Valor faltante,,,,,
0 25 009,Método de calibración,1,Ninguno,,,,,
0 25 009,Método de calibración,2,Blanco o señal de calibración,,,,,
0 25 009,Método de calibración,3,Con relación a los pluviómetros,,,,,
0 25 009,Método de calibración,4,Valor faltante,,,,,
0 25 010,Tratamiento de los ecos parásitos,0,Ninguno,,,,,
0 25 010,Tratamiento de los ecos parásitos,1,Mapa,,,,,
0 25 010,Tratamiento de los ecos parásitos,2,Inserción de datos para un ángulo del lugar más elevado y mapa,,,,,
0 25 010,Tratamiento de los ecos parásitos,3,Análisis de la variación de la señal logarítmica (detección de ecos parásitos),,,,,
0 25 010,Tratamiento de los ecos parásitos,4,Extracción de la parte variable de la señal lineal (supresión de ecos parásitos),,,,,
0 25 010,Tratamiento de los ecos parásitos,5,Supresión de ecos parásitos - Doppler,,,,,
0 25 010,Tratamiento de los ecos parásitos,6,Análisis multiparamétrico,,,,,
0 25 010,Tratamiento de los ecos parásitos,7-14,Reservadas,,,,,
0 25 010,Tratamiento de los ecos parásitos,15,Valor faltante,,,,,
0 25 011,Corrección de los ecos de suelo (filtrado),0,Ninguna,,,,,
0 25 011,Corrección de los ecos de suelo (filtrado),1,Mapa de factores de corrección,,,,,
0 25 011,Corrección de los ecos de suelo (filtrado),2,Interpolación (azimut o elevación),,,,,
0 25 011,Corrección de los ecos de suelo (filtrado),3,Valor faltante,,,,,
0 25 012,Corrección de la atenuación del alcance,0,Equipo de computación,,,,,
0 25 012,Corrección de la atenuación del alcance,1,Programación,,,,,
0 25 012,Corrección de la atenuación del alcance,2,Equipo de computación y programación,,,,,
0 25 012,Corrección de la atenuación del alcance,3,Valor faltante,,,,,
0 25 013,Corrección de la banda brillante,1,Corrección de la banda brillante,,,,,
0 25 013,Corrección de la banda brillante,2,Valor faltante,,,,,
0 25 015,Corrección de la atenuación por el radomo,1,Corrección de la atenuación por el radomo,,,,,
0 25 015,Corrección de la atenuación por el radomo,2,Valor faltante,,,,,
0 25 017,Corrección de la atenuación por las precipitaciones,1,Corrección de la atenuación por las precipitaciones,,,,,
0 25 017,Corrección de la atenuación por las precipitaciones,2,Valor faltante,,,,,
0 25 020,Estimación de la velocidad media,0,FFT (transformación rápida de Fourier),,,,,
0 25 020,Estimación de la velocidad media,1,PPP (par de impulsos),,,,,
0 25 020,Estimación de la velocidad media,2,VPC (cambio de fase vectorial),,,,,
0 25 020,Estimación de la velocidad media,3,Valor faltante,,,,,
0 25 021,Refuerzo del cálculo del viento,1,Promedio simple,,,,,
0 25 021,Refuerzo del cálculo del viento,2,Promedio de consenso,,,,,
0 25 021,Refuerzo del cálculo del viento,3,Verificación de la mediana,,,,,
0 25 021,Refuerzo del cálculo del viento,4,Verificación de la coherencia vertical,,,,,
0 25 021,Refuerzo del cálculo del viento,5,Otros,,,,,
0 25 021,Refuerzo del cálculo del viento,6-7,Reservados,,,,,
0 25 021,Refuerzo del cálculo del viento,8,Valor faltante,,,,,
0 25 022,Banderín de rechazo GHRSST*,1,No procesado,,,,,
0 25 022,Banderín de rechazo GHRSST*,2,Sospecha de tierra,,,,,
0 25 022,Banderín de rechazo GHRSST*,3,Velocidad de viento demasiado grande,,,,,
0 25 022,Banderín de rechazo GHRSST*,4,Hielo detectado,,,,,
0 25 022,Banderín de rechazo GHRSST*,5,Lluvia detectada (datos en microondas únicamente),,,,,
0 25 022,Banderín de rechazo GHRSST*,6,Nubosidad detectada (datos en infrarrojos únicamente),,,,,
0 25 022,Banderín de rechazo GHRSST*,7,Valor cosmético,,,,,
0 25 022,Banderín de rechazo GHRSST*,8,Temperatura de la superficie del mar (SST) fuera de dial,,,,,
0 25 022,Banderín de rechazo GHRSST*,9,Valor faltante,,,,,
0 25 023,Banderín de confianza GHRSST,1,Se ha utilizado el valor de confianza por defecto,,,,,
0 25 023,Banderín de confianza GHRSST,2,Se han utilizado la desviación típica y el error sistemático por defecto,,,,,
0 25 023,Banderín de confianza GHRSST,3,Sospecha de destello solar,,,,,
0 25 023,Banderín de confianza GHRSST,4,Toma de datos de hielo marino para microondas,,,,,
0 25 023,Banderín de confianza GHRSST,5,Toma de datos de velocidad de viento alta,,,,,
