Category,CategoryOfSequences_es,FXY1,Title_es,SubTitle_es,FXY2,ElementName_es,ElementDescription_es,Note_es,noteIDs,Status
10,Secuencias de los sondeos verticales (datos satelitales),310001,(Satélite — temperatura de la luminancia),,301042,"Identificador del satélite, instrumento, técnica de procesamiento de datos, fecha/hora, localización",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),,,,303031,"Datos de significación, tierra/mar, temperatura de la película superficial",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),,,,303032,Nubes,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),,,,101026,Repetir 1 descriptor 26 veces,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),,,,303025,Canal del satélite y temperatura de luminancia,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310002,(Satélite — nivel bajo),,301042,"Identificador del satélite, instrumento, técnica de procesamiento de datos, fecha/hora, localización",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),,,,303031,"Datos de significación, tierra/mar, temperatura de la película superficial",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),,,,303032,Nubes,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),,,,101009,Repetir 1 descriptor 9 veces,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),,,,303023,Temperatura media de la capa,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310003,(Satélite — nivel alto),,301042,"Identificador del satélite, instrumento, técnica de procesamiento de datos, fecha/hora, localización",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),,,,303031,"Datos de significación, tierra/mar, temperatura de la película superficial",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),,,,303032,Nubes,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),,,,101006,Repetir 1 descriptor 6 veces,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),,,,303023,Temperatura media de la capa,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310004,(Satélite — agua precipitable),,301042,"Identificador del satélite, instrumento, técnica de procesamiento de datos, fecha/hora, localización",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),,,,303031,"Datos de significación, tierra/mar, temperatura de la película superficial",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),,,,303032,Nubes,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),,,,101003,Repetir 1 descriptor 3 veces,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),,,,303024,Agua precipitable,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),310005,,,301042,"Identificador del satélite, instrumento, técnica de procesamiento de datos, fecha/hora, localización",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),,,,303031,"Datos de significación, tierra/mar, temperatura de la película superficial",,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),,,,303033,Nubes,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),,,,101000,Repetición diferida de 1 descriptor,,,,Operational
10,Secuencias de los sondeos verticales (datos satelitales),,,,031001,Factor de repetición diferida del descriptor,,,,Operational
